Date,Humidity,Wind_Speed,Pressure,Temp
15-09-1993,17.58,2.19,99.22,25.5
16-09-1993,18.01,2.93,99.12,25.57
17-09-1993,17.58,2.67,99.14,25.52
18-09-1993,17.7,3.09,99.11,25.88
19-09-1993,17.94,2.79,99.08,25.5
20-09-1993,17.82,2.79,99.02,25.28
21-09-1993,18.01,3.19,98.96,25.3
22-09-1993,17.88,3.45,98.87,25.34
23-09-1993,18.31,4.34,98.88,25.65
24-09-1993,17.58,3.69,98.99,25.41
25-09-1993,17.21,2.88,99.07,24.94
26-09-1993,17.52,2.34,99.08,25.05
27-09-1993,17.7,2.55,99.06,25.35
28-09-1993,16.91,1.68,98.99,25.57
29-09-1993,18.19,2.22,99,26.07
30-09-1993,19.35,3.18,99,26.31
01-10-1993,18.55,2.8,99.06,25.62
02-10-1993,17.94,1.86,99.09,24.98
03-10-1993,17.7,2.14,99.08,24.61
04-10-1993,18.07,3.52,99.17,24.76
05-10-1993,18.86,3.33,99.07,25.69
06-10-1993,19.23,4.07,98.97,25.91
07-10-1993,19.47,4.9,98.89,25.87
08-10-1993,18.62,4.54,98.98,25.46
09-10-1993,18.74,3.52,99.08,25.18
10-10-1993,18.74,4.2,98.82,25.12
11-10-1993,18.19,2.98,98.78,24.83
12-10-1993,17.76,2.31,98.91,24.73
13-10-1993,18.19,2.34,98.95,25.01
14-10-1993,17.46,1.82,98.99,25.19
15-10-1993,18.01,2.61,99.02,24.95
16-10-1993,18.62,3.14,99.04,25.69
17-10-1993,18.31,1.69,99.19,25.81
18-10-1993,18.25,1.32,99.25,26.07
19-10-1993,18.43,1.8,99.17,25.5
20-10-1993,17.58,1.72,99.11,25.38
21-10-1993,18.25,2.66,99.18,25.24
22-10-1993,17.82,2.27,99.37,24.48
23-10-1993,17.94,2.45,99.32,24.9
24-10-1993,17.76,1.1,99.25,25.44
25-10-1993,17.27,1.24,99.3,25.89
26-10-1993,16.85,1.56,99.3,26.21
27-10-1993,15.99,1.59,99.25,25.84
28-10-1993,17.4,1.45,99.19,26.9
29-10-1993,16.97,1.5,99.16,26.67
30-10-1993,17.94,1.78,99.13,27.07
31-10-1993,18.68,1.92,99.1,26.81
01-11-1993,18.62,1.65,99.12,26.69
02-11-1993,18.74,1.55,99.12,25.94
03-11-1993,18.25,2.38,99.08,26.21
04-11-1993,18.19,1.73,99.04,26.41
05-11-1993,18.19,1.57,98.9,26.44
06-11-1993,17.15,1.44,98.9,26.78
07-11-1993,17.21,1.97,98.93,26.78
08-11-1993,16.85,1.41,98.91,26.46
09-11-1993,16.05,3.91,98.71,24.59
10-11-1993,17.03,3.02,98.64,25.32
11-11-1993,18.31,3.89,98.9,26.25
12-11-1993,19.1,3.73,99.15,26.43
13-11-1993,18.37,2.16,99.19,26.04
14-11-1993,17.09,1.42,99.26,25.44
15-11-1993,16.97,1.46,99.3,25.23
16-11-1993,17.7,1.41,99.31,24.9
17-11-1993,18.55,3.37,99.23,25.51
18-11-1993,18.01,3.05,99.21,25.64
19-11-1993,15.93,1.62,99.16,25.45
20-11-1993,14.83,1.51,99.21,25.35
21-11-1993,14.22,1.77,99.25,25.39
22-11-1993,13.73,1.86,99.23,24.85
23-11-1993,14.16,1.89,99.24,24.73
24-11-1993,15.38,1.67,99.26,25.35
25-11-1993,16.05,1.75,99.27,25.9
26-11-1993,16.05,1.84,99.21,26.48
27-11-1993,13.85,1.61,99.23,25.61
28-11-1993,12.33,2.67,99.24,23.58
29-11-1993,12.51,2.16,99.29,23.67
30-11-1993,13.85,2.59,99.23,24.25
01-12-1993,15.75,1.89,99.12,25.49
02-12-1993,15.87,2.05,99.03,25.7
03-12-1993,14.1,2.14,99.01,24.62
04-12-1993,13.49,3.19,98.82,23.87
05-12-1993,15.99,2.55,98.88,23.78
06-12-1993,18.01,2.73,99.15,25.76
07-12-1993,17.64,1.83,99.25,25.82
08-12-1993,14.47,1.48,99.28,25.15
09-12-1993,14.34,1.52,99.27,24.66
10-12-1993,14.1,1.48,99.24,25.07
11-12-1993,13.92,1.69,99.21,24.83
12-12-1993,15.44,1.73,99.2,25.57
13-12-1993,14.83,1.74,99.29,25.06
14-12-1993,13.92,1.74,99.38,24.73
15-12-1993,13.06,1.7,99.39,24.37
16-12-1993,13.49,1.63,99.4,24.65
17-12-1993,14.1,1.92,99.46,24.95
18-12-1993,13.61,1.73,99.51,24.8
19-12-1993,13,1.87,99.52,24.73
20-12-1993,12.39,1.47,99.37,24.87
21-12-1993,13.55,1.72,99.36,25.1
22-12-1993,15.69,2.04,99.4,26.01
23-12-1993,14.83,2.05,99.49,25.47
24-12-1993,13.06,2.09,99.52,24.95
25-12-1993,12.51,2.21,99.61,24.69
26-12-1993,11.6,2.03,99.61,24.4
27-12-1993,11.47,1.9,99.46,23.72
28-12-1993,12.63,1.35,99.38,24.58
29-12-1993,13.92,1.53,99.36,25.87
30-12-1993,14.77,1.86,99.41,26.1
31-12-1993,14.22,1.46,99.42,26.29
01-01-1994,12.57,1.89,99.37,25.71
02-01-1994,12.7,1.78,99.38,25.27
03-01-1994,12.82,1.8,99.4,25.23
04-01-1994,11.78,2.02,99.35,25.01
05-01-1994,11.11,2.39,99.21,24.68
06-01-1994,11.35,2.52,99.21,25.02
07-01-1994,13.61,2.49,99.26,25.94
08-01-1994,13.61,2.27,99.27,26.11
09-01-1994,13.18,1.95,99.28,25.9
10-01-1994,12.63,1.99,99.28,25.35
11-01-1994,13.43,2.05,99.26,24.65
12-01-1994,15.62,1.47,99.25,25.44
13-01-1994,16.54,1.75,99.22,25.85
14-01-1994,16.05,2.19,99.09,26.11
15-01-1994,15.93,2.98,98.98,25.9
16-01-1994,15.5,2.58,98.95,26.23
17-01-1994,16.3,2.34,99.11,26.57
18-01-1994,16.24,1.95,99.3,26.18
19-01-1994,16.17,2.48,99.28,26.27
20-01-1994,15.87,1.96,99.19,26.3
21-01-1994,14.71,1.7,99.18,26.96
22-01-1994,11.54,2.36,99.24,25.49
23-01-1994,11.05,1.77,99.34,25.7
24-01-1994,11.9,1.8,99.35,26.66
25-01-1994,11.17,1.91,99.33,26.27
26-01-1994,11.66,1.95,99.28,26.01
27-01-1994,12.76,1.72,99.44,26.2
28-01-1994,12.02,1.48,99.44,26.01
29-01-1994,12.94,1.93,99.23,25.75
30-01-1994,14.28,1.9,99.1,25.98
31-01-1994,14.53,2.69,99.04,26.3
01-02-1994,14.04,2.95,99.12,25.91
02-02-1994,13.67,2.19,99.17,26.45
03-02-1994,12.76,1.91,99.15,26.8
04-02-1994,12.88,2.03,99.28,26.14
05-02-1994,14.04,2.47,99.15,26.56
06-02-1994,14.22,2.45,99.13,27.3
07-02-1994,13.92,2.37,99.14,27.8
08-02-1994,14.22,3.42,99.04,26.94
09-02-1994,13.61,3.64,99,27.01
10-02-1994,14.16,3.22,99.04,26.98
11-02-1994,14.34,4.01,99.03,26.51
12-02-1994,13.79,3.59,99.03,26.19
13-02-1994,14.47,2.7,99.16,26.35
14-02-1994,15.38,2.88,99.28,26.41
15-02-1994,15.38,2.75,99.27,26.69
16-02-1994,15.44,3.29,99.23,27.3
17-02-1994,14.89,3.05,99.31,27.41
18-02-1994,13.73,2.37,99.25,27.6
19-02-1994,13.79,2.52,99.2,27.74
20-02-1994,14.1,2.83,99.29,27.12
21-02-1994,14.04,3.72,99.24,26.53
22-02-1994,13.49,4.21,99.06,26.12
23-02-1994,13.55,3.2,99.06,26.93
24-02-1994,14.28,2.56,99.22,27.73
25-02-1994,14.16,2.19,99.3,28.12
26-02-1994,12.63,2.37,99.2,28.01
27-02-1994,13.92,2.21,99.16,27.55
28-02-1994,13.12,1.8,99.23,27.52
01-03-1994,14.16,2.38,99.3,27.42
02-03-1994,13.92,2.4,99.31,27.9
03-03-1994,12.76,2.12,99.27,28.23
04-03-1994,10.93,2.16,99.29,27.96
05-03-1994,11.6,1.99,99.23,27.98
06-03-1994,13.73,2.2,99.18,28.06
07-03-1994,14.71,2.38,99.16,28.61
08-03-1994,13.98,2,99.1,28.69
09-03-1994,14.53,2,99.19,29.06
10-03-1994,14.77,2.07,99.34,28.8
11-03-1994,14.95,2.35,99.24,29.04
12-03-1994,14.4,2.55,99.19,29.05
13-03-1994,15.14,2.2,99.18,28.63
14-03-1994,15.44,2.2,99.18,28.62
15-03-1994,15.38,2.2,99.12,28.85
16-03-1994,15.14,2.17,99.17,29.52
17-03-1994,14.95,2.05,99.14,29.67
18-03-1994,15.75,2.56,99.14,30
19-03-1994,16.24,2.43,99.13,29.44
20-03-1994,16.54,3.27,99.06,28.79
21-03-1994,16.85,2.96,98.92,28.49
22-03-1994,16.78,2.64,99.02,29.19
23-03-1994,16.97,2.51,99.19,28.44
24-03-1994,16.05,2.88,99.22,28.42
25-03-1994,16.11,2.63,99.04,28.63
26-03-1994,16.78,2.32,99.25,28.8
27-03-1994,16.78,2.66,99.28,28.81
28-03-1994,16.85,2.55,99.23,29.23
29-03-1994,16.78,2.35,99.21,29.76
30-03-1994,16.85,2.09,99.3,29.75
31-03-1994,17.15,2.08,99.36,28.99
01-04-1994,16.91,2.74,99.25,27.51
02-04-1994,15.5,2.77,99.07,28.15
03-04-1994,16.05,2.68,99,29.12
04-04-1994,16.3,2.49,99.12,29.51
05-04-1994,16.17,2.66,99.21,29.19
06-04-1994,16.72,2.28,99.14,28.72
07-04-1994,17.03,3.27,98.95,28.32
08-04-1994,16.97,2.18,98.83,28.47
09-04-1994,17.58,1.94,98.98,28.36
10-04-1994,17.52,1.85,99.12,27.63
11-04-1994,18.19,2.77,99.1,27.35
12-04-1994,18.62,2.38,99.08,26.98
13-04-1994,18.13,1.79,99.19,27.57
14-04-1994,18.68,2.39,99.21,28.32
15-04-1994,18.31,1.59,99.24,28.06
16-04-1994,18.62,1.56,99.28,27.73
17-04-1994,18.62,2.31,99.23,27.76
18-04-1994,18.25,2.62,99.1,28.08
19-04-1994,17.46,2.83,99.04,28.26
20-04-1994,16.97,2.9,98.98,28.15
21-04-1994,17.82,2.61,98.95,28.51
22-04-1994,18.01,2.84,98.92,28.52
23-04-1994,17.58,2.97,98.94,28.96
24-04-1994,17.7,3.34,98.98,29.2
25-04-1994,16.85,3.48,98.95,29.18
26-04-1994,17.15,3.13,98.86,29.3
27-04-1994,18.01,2.52,98.98,29.1
28-04-1994,17.7,2.67,98.98,29.32
29-04-1994,17.7,2.59,98.91,29.44
30-04-1994,16.24,3.17,98.84,29.1
01-05-1994,15.99,3.29,98.93,28.41
02-05-1994,15.93,3.25,98.98,28.71
03-05-1994,15.56,3.13,99.11,28.94
04-05-1994,16.6,2.98,99.25,28.96
05-05-1994,18.01,3.09,99.14,29.09
06-05-1994,16.85,2.91,99.21,28.37
07-05-1994,16.78,2.95,99.25,28.76
08-05-1994,17.21,3.58,99.25,28.65
09-05-1994,17.46,3.78,99.14,28.82
10-05-1994,16.97,3.92,99.09,28.85
11-05-1994,16.66,3.93,99,29.12
12-05-1994,17.15,3.63,98.98,29.31
13-05-1994,17.76,2.84,99.07,29.44
14-05-1994,17.58,2.93,99.1,28.94
15-05-1994,17.7,2.59,99.03,29.01
16-05-1994,17.46,2.91,99.03,29.12
17-05-1994,17.4,2.86,99.09,28.95
18-05-1994,16.66,3.31,99.01,29.42
19-05-1994,16.97,3.55,98.91,29.98
20-05-1994,17.46,3.49,98.99,30.01
21-05-1994,18.13,3.24,99.05,29.06
22-05-1994,18.74,2.79,99.02,27.95
23-05-1994,18.92,3.71,98.88,28.08
24-05-1994,18.01,3.99,98.78,28.32
25-05-1994,17.4,4.06,98.74,28.87
26-05-1994,17.94,4.34,98.69,28.98
27-05-1994,18.43,3.58,98.63,27.3
28-05-1994,20.2,5.3,98.5,26.76
29-05-1994,19.71,2.74,98.67,26.87
30-05-1994,19.41,3.31,98.72,26.74
31-05-1994,19.84,4.2,98.69,27.08
01-06-1994,19.23,3.43,98.69,27.03
02-06-1994,19.96,3.84,98.64,26.71
03-06-1994,20.26,4.74,98.56,26.57
04-06-1994,20.87,6.37,98.26,26.87
05-06-1994,19.59,5.84,98.33,26.18
06-06-1994,18.49,2.79,98.5,26.01
07-06-1994,19.35,3.37,98.68,26.14
08-06-1994,18.68,3.75,98.84,25.81
09-06-1994,18.68,4.82,98.8,25.67
10-06-1994,17.52,3.86,98.79,25.3
11-06-1994,17.64,5.79,98.85,25.08
12-06-1994,18.74,4.76,98.92,25.41
13-06-1994,19.35,5.56,98.97,25.72
14-06-1994,18.49,5.46,99.02,25.6
15-06-1994,18.62,4.6,98.9,25.35
16-06-1994,19.17,5.48,98.83,25.79
17-06-1994,18.86,4.55,98.92,25.63
18-06-1994,18.74,4.45,98.91,25.62
19-06-1994,18.43,4.35,98.89,25.61
20-06-1994,18.19,4.23,98.95,25.39
21-06-1994,18.01,4.17,98.94,25.47
22-06-1994,17.88,4.29,98.88,25.53
23-06-1994,18.19,4.59,98.86,25.73
24-06-1994,18.37,4.45,98.85,25.79
25-06-1994,18.62,4.76,98.86,25.7
26-06-1994,18.62,5.09,98.81,25.63
27-06-1994,18.31,4.88,98.74,25.51
28-06-1994,18.86,4.91,98.72,25.67
29-06-1994,19.23,4.98,98.75,25.7
30-06-1994,18.74,5.33,98.79,25.43
01-07-1994,18.43,4.55,98.78,25.1
02-07-1994,18.68,5.05,98.89,25.31
03-07-1994,18.74,4.66,98.87,25.62
04-07-1994,18.98,3.98,98.82,25.65
05-07-1994,18.13,2.88,99.02,24.7
06-07-1994,18.07,3.68,99.13,24.8
07-07-1994,17.46,3.46,99.15,25.12
08-07-1994,18.25,3.34,99.07,24.86
09-07-1994,18.49,4.28,99.07,25.36
10-07-1994,17.15,4.7,99.12,24.37
11-07-1994,17.7,5.98,98.95,24.99
12-07-1994,18.25,6.87,98.88,25.56
13-07-1994,18.8,6.57,98.92,25.43
14-07-1994,18.98,6.59,98.83,25.65
15-07-1994,18.98,5.96,98.85,25.92
16-07-1994,18.92,5.34,98.9,25.8
17-07-1994,18.49,5.12,99.01,25.51
18-07-1994,17.64,4.85,99.09,25.07
19-07-1994,18.01,4.23,99.04,25.08
20-07-1994,17.82,5.06,99.03,25.01
21-07-1994,17.7,4.79,99.03,24.99
22-07-1994,18.01,4.48,99.08,25.21
23-07-1994,18.37,4.61,99.02,25.54
24-07-1994,18.86,4.24,98.98,25.51
25-07-1994,18.49,3.85,98.96,25.19
26-07-1994,18.25,3.62,98.86,24.87
27-07-1994,17.82,4.43,98.86,24.58
28-07-1994,17.58,4.98,98.93,24.55
29-07-1994,18.13,5.39,98.88,24.82
30-07-1994,18.43,4.88,98.81,24.87
31-07-1994,18.62,5.82,98.84,25.06
01-08-1994,18.37,5.71,98.86,24.8
02-08-1994,18.31,5.38,98.82,24.98
03-08-1994,18.31,4.61,98.94,24.85
04-08-1994,18.13,4.09,99.05,24.83
05-08-1994,18.31,4.52,99.02,25.17
06-08-1994,18.13,4.26,99.03,25.23
07-08-1994,17.94,3.91,99.14,25.18
08-08-1994,18.07,3.61,99.12,25.19
09-08-1994,18.01,3.03,99,25.26
10-08-1994,18.01,3.48,98.98,25.44
11-08-1994,17.76,3.76,99.03,25.3
12-08-1994,17.03,3.36,99.14,24.26
13-08-1994,16.6,3.3,99.21,24.22
14-08-1994,16.91,2.45,99.25,24.69
15-08-1994,18.37,3.39,99.14,25.73
16-08-1994,18.31,3.27,99.09,25.78
17-08-1994,18.01,3.7,99.1,25.1
18-08-1994,18.25,4.64,98.95,25.13
19-08-1994,17.88,5.12,98.86,24.67
20-08-1994,18.13,4.2,98.86,25.23
21-08-1994,18.74,3.67,98.94,25.13
22-08-1994,18.68,4.04,98.98,25.38
23-08-1994,18.74,4.08,99.05,24.98
24-08-1994,18.01,3.7,99.15,24.63
25-08-1994,17.88,3.34,99.14,24.86
26-08-1994,17.94,3.1,99.13,24.79
27-08-1994,18.25,3.82,99.15,25.13
28-08-1994,17.52,4.67,99.17,24.87
29-08-1994,17.33,4.9,99.06,24.62
30-08-1994,18.25,4.7,98.96,24.96
31-08-1994,18.49,5.35,98.87,25.06
01-09-1994,18.43,4.53,98.9,25.12
02-09-1994,18.49,4.02,98.95,25.2
03-09-1994,18.25,3.68,99.03,25.12
04-09-1994,17.46,5.02,99.16,24.5
05-09-1994,17.58,4.73,99.2,24.49
06-09-1994,17.7,4.37,99.12,24.66
07-09-1994,17.52,3.7,99.08,24.66
08-09-1994,17.58,3.42,99.23,24.9
09-09-1994,17.46,3.26,99.31,24.99
10-09-1994,17.15,3.05,99.23,24.53
11-09-1994,17.15,2.73,99.26,24.79
12-09-1994,17.4,2.36,99.26,24.82
13-09-1994,17.33,2.19,99.16,24.92
14-09-1994,16.97,2.66,99.17,24.33
15-09-1994,16.85,2.52,99.12,24.17
16-09-1994,16.72,3,99.23,24.37
17-09-1994,16.11,3.34,99.29,24.23
18-09-1994,15.87,2.48,99.29,24.18
19-09-1994,16.24,2.45,99.25,24.4
20-09-1994,15.87,2.2,99.28,24.48
21-09-1994,16.85,2.38,99.26,25.01
22-09-1994,16.97,2.7,99.28,25
23-09-1994,16.3,2.46,99.32,24.91
24-09-1994,15.32,2.09,99.35,24.69
25-09-1994,16.3,2.61,99.35,25.03
26-09-1994,16.97,2.75,99.33,25.47
27-09-1994,16.72,3.13,99.27,25.88
28-09-1994,17.94,3.05,99.15,25.43
29-09-1994,18.25,1.8,99.04,26.14
30-09-1994,18.31,1.59,98.99,26.19
01-10-1994,18.8,2.93,98.97,25.13
02-10-1994,18.13,2.3,98.96,24.75
03-10-1994,18.31,2.44,98.92,25.08
04-10-1994,18.01,2.8,98.98,25.12
05-10-1994,18.01,3.3,98.98,24.98
06-10-1994,18.31,4.05,98.92,25.34
07-10-1994,18.25,3.41,98.92,25.33
08-10-1994,18.01,1.95,98.98,25.76
09-10-1994,17.88,1.8,99.05,25.87
10-10-1994,17.88,1.56,99.25,25.47
11-10-1994,18.49,2.34,99.25,25.69
12-10-1994,18.31,3.04,99.28,25.02
13-10-1994,17.15,2.02,99.36,24.54
14-10-1994,16.91,1.5,99.4,25.01
15-10-1994,17.76,2.24,99.32,25.22
16-10-1994,18.13,2.53,99.11,25.52
17-10-1994,18.19,2.15,99.01,26.05
18-10-1994,16.97,1.91,99.1,25.73
19-10-1994,17.82,2.16,99.22,24.79
20-10-1994,17.88,2.07,99.26,25.08
21-10-1994,18.19,1.84,99.18,26.25
22-10-1994,18.92,2.23,99.18,26.9
23-10-1994,19.23,1.98,99.13,27.01
24-10-1994,18.92,1.66,99.1,25.41
25-10-1994,18.68,2.4,99.11,25.29
26-10-1994,19.29,2.06,99.09,25.76
27-10-1994,18.92,2.09,98.99,25.69
28-10-1994,18.68,2.66,98.99,25.66
29-10-1994,18.43,1.84,99.1,25.73
30-10-1994,18.43,1.73,99.14,25.64
31-10-1994,17.09,2.12,99.17,25.83
01-11-1994,17.46,1.88,99.27,25.59
02-11-1994,16.17,2.36,99.23,25.13
03-11-1994,17.88,2.38,99.2,25.75
04-11-1994,18.37,2.34,99.3,26.16
05-11-1994,17.64,1.35,99.23,26.56
06-11-1994,17.27,2.15,99.26,25.7
07-11-1994,16.54,1.98,99.27,25.87
08-11-1994,16.66,1.74,99.22,26.41
09-11-1994,16.17,2.03,99.26,25.82
10-11-1994,16.97,1.62,99.29,26.42
11-11-1994,16.85,2.08,99.23,26.13
12-11-1994,17.46,1.2,99.17,25.47
13-11-1994,17.64,2.27,99.19,25.22
14-11-1994,16.91,1.42,99.25,25.55
15-11-1994,16.66,1.38,99.24,26.04
16-11-1994,16.3,2.12,99.28,25.58
17-11-1994,16.11,2,99.31,26.35
18-11-1994,16.17,1.8,99.32,26.4
19-11-1994,15.69,1.9,99.31,26.17
20-11-1994,15.26,2.12,99.29,25.91
21-11-1994,15.81,1.53,99.27,26.1
22-11-1994,16.72,1.62,99.25,26.43
23-11-1994,15.81,2.52,99.24,25.92
24-11-1994,14.47,2.77,99.18,25.03
25-11-1994,14.4,2.5,99.16,25.21
26-11-1994,14.34,1.78,99.16,25.15
27-11-1994,13.85,1.84,99.19,24.76
28-11-1994,12.33,1.93,99.19,23.71
29-11-1994,12.82,2.16,99.25,23.35
30-11-1994,12.88,1.48,99.29,24.8
01-12-1994,13.92,1.35,99.44,25.33
02-12-1994,12.94,1.8,99.43,24.53
03-12-1994,13.12,1.9,99.38,23.77
04-12-1994,12.45,2.22,99.49,23.65
05-12-1994,11.96,1.97,99.66,23.76
06-12-1994,12.21,2.42,99.51,23.55
07-12-1994,12.7,2.4,99.41,23.31
08-12-1994,12.08,1.66,99.41,23.58
09-12-1994,11.17,1.41,99.47,23.37
10-12-1994,11.47,1.69,99.39,23.65
11-12-1994,11.47,1.92,99.32,23.35
12-12-1994,11.72,1.66,99.36,23.41
13-12-1994,9.7,1.88,99.5,22.62
14-12-1994,10.31,2.62,99.51,22.26
15-12-1994,12.08,2.41,99.54,23.34
16-12-1994,12.02,2.17,99.42,23.86
17-12-1994,12.51,1.93,99.42,24.06
18-12-1994,14.83,1.8,99.47,25.46
19-12-1994,15.69,2.31,99.53,26.39
20-12-1994,16.11,2.35,99.53,26.95
21-12-1994,15.81,2.32,99.53,26.9
22-12-1994,14.95,2.3,99.54,26.09
23-12-1994,14.22,2.32,99.53,25.87
24-12-1994,12.82,3.16,99.43,24.88
25-12-1994,12.88,2.68,99.4,24.81
26-12-1994,12.63,2.14,99.38,24.87
27-12-1994,14.1,2.34,99.36,25.64
28-12-1994,14.77,1.73,99.35,25.95
29-12-1994,14.28,2.65,99.36,25.48
30-12-1994,13.37,2.38,99.37,25.33
31-12-1994,12.33,2.66,99.37,24.62
01-01-1995,10.62,2.55,99.39,24.39
02-01-1995,10.56,2.49,99.39,23.68
03-01-1995,10.44,1.93,99.32,24.05
04-01-1995,11.96,1.38,99.35,24.64
05-01-1995,13.12,1.96,99.42,25.24
06-01-1995,14.53,2.52,99.45,25.01
07-01-1995,14.71,2.02,99.47,25.59
08-01-1995,15.87,2.51,99.42,25.08
09-01-1995,14.4,3.16,99.4,24.76
10-01-1995,13.73,3.12,99.38,24.5
11-01-1995,13.43,2.65,99.47,23.73
12-01-1995,12.02,2.38,99.45,23.34
13-01-1995,12.39,2.01,99.31,24.26
14-01-1995,13.61,1.98,99.3,25.26
15-01-1995,14.77,1.14,99.39,24.69
16-01-1995,14.95,2.06,99.38,25.3
17-01-1995,14.16,2.2,99.37,26.12
18-01-1995,13.24,3.23,99.42,25.71
19-01-1995,14.28,2.79,99.42,26.84
20-01-1995,14.95,2.42,99.25,27.51
21-01-1995,13.24,2.55,99.25,26.8
22-01-1995,12.21,2.18,99.31,26.83
23-01-1995,12.63,2.21,99.37,26.12
24-01-1995,11.17,2.12,99.34,25.76
25-01-1995,12.15,1.73,99.48,25.8
26-01-1995,10.68,1.87,99.48,25.45
27-01-1995,11.05,2.25,99.48,24.95
28-01-1995,12.63,2.59,99.42,25.65
29-01-1995,12.21,2.03,99.42,26.44
30-01-1995,13.24,2.09,99.42,26.6
31-01-1995,13.79,1.98,99.4,27.33
01-02-1995,14.71,2.08,99.43,27.8
02-02-1995,14.77,2.62,99.41,27.78
03-02-1995,14.53,1.84,99.33,27.23
04-02-1995,13.85,1.77,99.29,27.34
05-02-1995,13.73,1.66,99.44,27.53
06-02-1995,13.49,1.77,99.42,27.62
07-02-1995,10.01,1.93,99.44,27.08
08-02-1995,10.07,2.24,99.37,27.23
09-02-1995,12.02,2.45,99.37,27.09
10-02-1995,13.43,2.62,99.27,27.8
11-02-1995,14.77,1.74,99.27,28.06
12-02-1995,14.16,2.16,99.29,27.87
13-02-1995,14.34,2.47,99.32,27.73
14-02-1995,13.85,3.13,99.26,27.39
15-02-1995,12.63,3.59,99.2,27.12
16-02-1995,12.82,3.28,99.16,26.86
17-02-1995,14.28,3.1,99.22,26.67
18-02-1995,14.65,2.7,99.21,27
19-02-1995,14.77,3.38,99.23,27.56
20-02-1995,13.61,3.26,99.18,27.89
21-02-1995,13.31,3.07,99.2,27.51
22-02-1995,14.59,2.52,99.12,27.55
23-02-1995,15.01,2.04,99.17,27.7
24-02-1995,13.73,2.72,99.18,27.53
25-02-1995,13.12,3.12,99.24,27.28
26-02-1995,13.98,2.92,99.23,27.37
27-02-1995,14.1,3.18,99.23,27.31
28-02-1995,13.85,3.65,99.1,27.99
01-03-1995,13.18,3.17,99.15,28.58
02-03-1995,13.73,2.48,99.28,28.88
03-03-1995,13.61,2.45,99.25,28.99
04-03-1995,14.1,2.55,99.3,28.44
05-03-1995,14.77,2.8,99.26,28.2
06-03-1995,14.04,2.94,99.18,28.54
07-03-1995,12.7,2.62,99.13,29.12
08-03-1995,13.43,2.52,99.18,28.44
09-03-1995,14.59,2.46,99.23,28.24
10-03-1995,13.55,2.68,99.21,28.09
11-03-1995,13.92,2.45,99.26,28.25
12-03-1995,14.28,2.7,99.2,28.76
13-03-1995,14.65,2.77,99.16,29.06
14-03-1995,14.89,2.6,99.21,29.48
15-03-1995,15.32,2.71,99.36,29.51
16-03-1995,15.38,2.66,99.38,29.24
17-03-1995,15.69,2.56,99.35,29.39
18-03-1995,15.44,2.63,99.41,29.18
19-03-1995,13.61,2.03,99.35,30.12
20-03-1995,13.06,1.71,99.24,30.14
21-03-1995,14.34,1.86,99.2,29.98
22-03-1995,14.53,2.18,99.11,30.23
23-03-1995,14.95,2.12,99.01,29.69
24-03-1995,16.24,2.48,99.03,29.36
25-03-1995,16.48,2.41,99.07,28.87
26-03-1995,14.89,2.97,99.01,28.85
27-03-1995,13.37,3.58,98.93,28.8
28-03-1995,12.76,3.88,99.01,28.3
29-03-1995,13.55,3.76,99.05,27.8
30-03-1995,14.53,3.41,99.03,27.78
31-03-1995,14.71,3.44,99.04,28.64
01-04-1995,15.5,3.76,98.98,28.94
02-04-1995,15.26,4.11,98.96,29
03-04-1995,15.32,2.83,99,29.83
04-04-1995,14.71,1.92,99.01,29.87
05-04-1995,16.85,2.29,99.1,29.17
06-04-1995,16.78,1.98,99.2,29.33
07-04-1995,16.36,2.13,99.11,29.12
08-04-1995,15.81,2.73,98.99,29.09
09-04-1995,14.95,3.1,98.99,29.38
10-04-1995,15.62,2.77,99.18,29.94
11-04-1995,15.81,2.54,99.22,29.43
12-04-1995,15.87,2.48,99.21,29.4
13-04-1995,16.48,2.59,99.18,28.83
14-04-1995,16.54,2.24,99.13,28.35
15-04-1995,15.81,2.97,99.12,29.4
16-04-1995,15.2,2.87,99.06,29.62
17-04-1995,15.81,2.99,98.97,30.23
18-04-1995,16.72,2.62,99.02,30.31
19-04-1995,17.64,1.87,99.05,29.15
20-04-1995,18.31,1.71,99.01,28.44
21-04-1995,18.43,1.84,98.97,28.1
22-04-1995,17.82,1.71,98.97,29.26
23-04-1995,18.13,2.15,99.02,29.41
24-04-1995,18.55,2.16,98.94,29.62
25-04-1995,18.55,1.7,98.95,28.86
26-04-1995,18.25,2.16,98.81,29.73
27-04-1995,18.68,2.08,98.9,29.15
28-04-1995,17.46,2.27,98.99,29.91
29-04-1995,17.94,2.22,98.99,29.69
30-04-1995,18.43,2.11,98.91,28.73
01-05-1995,19.17,2.19,98.74,28.47
02-05-1995,19.71,2.48,98.82,28.62
03-05-1995,19.71,1.7,98.87,28.27
04-05-1995,19.23,1.91,98.69,28.54
05-05-1995,19.29,1.81,98.61,28.2
06-05-1995,19.1,2.06,98.61,28.21
07-05-1995,18.43,2.57,98.61,28.34
08-05-1995,17.46,2.68,98.67,27.99
09-05-1995,19.47,3.84,98.59,27.72
10-05-1995,19.04,4.59,98.6,27.03
11-05-1995,18.98,4.3,98.77,26.93
12-05-1995,18.68,3.92,98.9,26.95
13-05-1995,18.37,3.88,98.75,27
14-05-1995,18.31,3.98,98.66,26.58
15-05-1995,18.07,4.07,98.78,27.01
16-05-1995,18.43,3.89,98.96,27.3
